date,BYR,USD,EUR,KZT,UAH
2003-01,0.016456099999999998,31.8327,33.4339,0.204402,5.94581
2003-02,0.0161704,31.7101,34.044,0.206053,5.91452
2003-03,0.0158368,31.4407,34.6885,0.207882,5.87205
2003-04,0.015553800000000001,31.2849,33.7251,0.205669,5.82587
2003-05,0.015222200000000002,31.0076,35.851,0.20532499999999998,5.7419400000000005
2003-06,0.0148377,30.5123,35.7726,0.204635,5.60682
2003-07,0.0146654,30.3808,34.4154,0.206952,5.6669
2003-08,0.0145262,30.3524,34.5016,0.207024,5.63187
2003-09,0.014583,30.659,34.2921,0.207729,5.69859
2003-10,0.0142571,30.235,35.4233,0.205239,5.60655
2003-11,0.0139197,29.8104,34.4877,0.201858,5.52987
2003-12,0.0136648,29.4394,35.866,0.20275300000000002,5.46845
2004-01,0.0133428,28.8711,37.16,0.202496,5.36378
2004-02,0.0132083,28.518,36.5857,0.205045,5.28033
2004-03,0.013230800000000001,28.5083,35.0053,0.205249,5.2893099999999995
2004-04,0.0132431,28.5535,34.4412,0.207121,5.31515
2004-05,0.0134483,29.0587,34.4636,0.211793,5.4216999999999995
2004-06,0.0134517,29.0287,34.8954,0.213263,5.4330300000000005
2004-07,0.0134509,29.1332,36.1339,0.21531,5.45719
2004-08,0.013517699999999999,29.276,35.8338,0.21620799999999998,5.48106
2004-09,0.0134603,29.2166,35.7436,0.21516300000000002,5.4472000000000005
2004-10,0.0133855,29.1152,35.9573,0.217924,5.41255
2004-11,0.013144600000000001,28.6651,37.0353,0.218943,5.33294
2004-12,0.0128951,28.1243,37.2788,0.216228,5.22135
2005-01,0.0128162,27.88,36.5953,0.214442,5.17379
2005-02,0.0129238,28.0688,36.1302,0.215886,5.28951
2005-03,0.0127301,27.4629,36.8772,0.211372,5.2089
2005-04,0.012864599999999999,27.765,36.064,0.21243800000000002,5.29412
2005-05,0.0129392,27.8677,35.6121,0.212121,5.48501
2005-06,0.0132251,28.4671,34.7925,0.212335,5.60994
2005-07,0.013284,28.5938,34.7844,0.210612,5.670450000000001
2005-08,0.013157,28.3122,35.3081,0.209467,5.6160499999999995
2005-09,0.0131654,28.3566,34.9665,0.211645,5.59092
2005-10,0.013298500000000001,28.625,34.2412,0.21396300000000001,5.59694
2005-11,0.0134177,28.879,33.8,0.215058,5.60953
2005-12,0.013406900000000001,28.8571,34.1639,0.215405,5.67562
2006-01,0.0131855,28.3966,34.4763,0.21263400000000002,5.56698
2006-02,0.0131268,28.2411,33.8244,0.21479399999999998,5.52999
2006-03,0.013025700000000001,28.0203,33.3946,0.216943,5.47731
2006-04,0.012861800000000001,27.6625,33.6072,0.21506599999999998,5.4240200000000005
2006-05,0.0125419,26.9431,34.6892,0.22166,5.34585
2006-06,0.0125938,27.0079,34.1407,0.224772,5.381349999999999
2006-07,0.0125342,26.867,34.3011,0.227084,5.32875
2006-08,0.012504,26.793,34.2039,0.218701,5.31533
2006-09,0.012498100000000002,26.7764,34.0435,0.212427,5.2989
2006-10,0.0125817,26.9508,33.7963,0.210976,5.3234
2006-11,0.0124274,26.6195,34.238,0.20830100000000001,5.247809999999999
2006-12,0.0122632,26.2609,34.7616,0.205169,5.19761
2007-01,0.012402900000000001,26.577,34.3136,0.211929,5.2601700000000005
2007-02,0.0122426,26.3414,34.3097,0.211535,5.20129
2007-03,0.0122075,26.2278,34.4292,0.21198499999999998,5.17814
2007-04,0.0120455,25.8647,34.8423,0.211745,5.1108899999999995
2007-05,0.0120234,25.8594,34.8585,0.214592,5.12636
2007-06,0.01208,25.9811,34.7471,0.213537,5.14987
2007-07,0.0118793,25.5167,35.1263,0.209665,5.0603299999999996
2007-08,0.0118554,25.507,34.8808,0.204051,5.06876
2007-09,0.011809,25.4056,35.2223,0.207973,5.05082
2007-10,0.0115739,24.9216,35.3363,0.206461,4.93741
2007-11,0.0113717,24.4946,35.8674,0.202969,4.83481
2007-12,0.011327400000000001,24.4432,35.9242,0.20250900000000002,4.81668
2008-01,0.0112948,24.3671,36.0389,0.20212700000000003,4.78781
2008-02,0.011462199999999999,24.6537,35.8317,0.204796,4.829890000000001
2008-03,0.0111028,23.8461,36.6538,0.19754000000000002,4.6785499999999995
2008-04,0.010939899999999999,23.4825,37.107,0.19484,4.66413
2008-05,0.0111355,23.8328,36.6715,0.197651,4.7989
2008-06,0.0111006,23.6748,36.6841,0.1961,4.93976
2008-07,0.011021000000000001,23.3727,36.8774,0.194376,5.05903
2008-08,0.011525800000000001,24.3424,36.185,0.20258299999999999,5.26322
2008-09,0.0121692,25.7013,36.0821,0.21510100000000001,5.3852899999999995
2008-10,0.0124003,26.208,35.5171,0.218646,4.86234
2008-11,0.0129976,27.4704,34.6319,0.228644,4.7485599999999994
2008-12,0.0126456,27.8077,36.9008,0.23072099999999998,3.62315
2009-01,0.011715099999999999,30.9981,41.5282,0.25577,4.02311
2009-02,0.012446500000000001,34.8003,44.9655,0.234401,4.26998
2009-03,0.0122507,35.2944,45.0674,0.2346,4.2885100000000005
2009-04,0.0119216,33.6309,44.1607,0.222802,4.17257
2009-05,0.0116121,32.2817,43.9709,0.214925,4.12546
2009-06,0.010958,30.9124,43.3546,0.20552800000000002,4.05941
2009-07,0.011193300000000002,32.0353,44.6732,0.212788,4.19585
2009-08,0.0114993,32.6926,46.1718,0.216773,4.0020299999999995
2009-09,0.0110045,30.7246,44.8886,0.203623,3.66533
2009-10,0.0107891,29.5945,43.5069,0.196354,3.54638
2009-11,0.0105755,28.6701,42.9134,0.190905,3.51349
2009-12,0.010574299999999998,30.2107,44.4913,0.20273599999999997,3.77634
2010-01,0.010369699999999999,29.3774,42.6149,0.198349,3.6607399999999997
2010-02,0.0104034,30.1595,41.1737,0.203918,3.75118
2010-03,0.0099592,29.3897,40.261,0.19981400000000002,3.6836100000000003
2010-04,0.0097091,28.9428,39.4982,0.19720500000000002,3.6543900000000002
2010-05,0.010115500000000001,30.2048,38.194,0.20596499999999998,3.79219
2010-06,0.0104164,31.4471,38.0982,0.21385300000000002,3.94816
2010-07,0.0102736,30.8823,38.8716,0.20918,3.90668
2010-08,0.0102145,30.4493,39.3009,0.20616299999999999,3.8593200000000003
2010-09,0.010182499999999999,30.8937,39.1917,0.209634,3.90146
2010-10,0.0100455,30.0763,41.5895,0.203493,3.78675
2010-11,0.0101525,30.7722,41.8779,0.208554,3.86974
2010-12,0.0102458,30.8604,40.9394,0.20941500000000002,3.8742600000000005
2011-01,0.0100725,30.3988,39.5154,0.206352,3.8065100000000003
2011-02,0.0097376,29.32,39.7667,0.20025300000000001,3.6868899999999996
2011-03,0.0094682,28.6317,39.5375,0.196383,3.6082799999999997
2011-04,0.00923715,28.1456,40.5268,0.193574,3.531
2011-05,0.00912711,27.9472,39.6934,0.191767,3.4958
2011-06,0.00559507,27.7907,40.2298,0.19096900000000003,3.4794899999999997
2011-07,0.00568822,28.3842,39.5051,0.19418,3.5531300000000003
2011-08,0.0058644100000000005,29.4452,41.7768,0.200171,3.6827199999999998
2011-09,0.00574799,30.3034,41.0914,0.20569099999999998,3.79148
2011-10,0.00544928,31.4151,42.8785,0.212436,3.92076
2011-11,0.0034495100000000002,30.5282,41.5886,0.206077,3.8065100000000003
2011-12,0.0036870199999999996,31.4134,41.9023,0.212432,3.9229999999999996
2012-01,0.00374034,31.6807,40.2852,0.21337399999999998,3.9401400000000004
2012-02,0.00361892,29.8923,39.6282,0.20149799999999998,3.7236
2012-03,0.00363116,29.6666,38.8543,0.200565,3.69516
2012-04,0.0036504899999999997,29.569,38.8507,0.20016899999999999,3.6860799999999996
2012-05,0.00369392,30.1793,38.9826,0.203983,3.75692
2012-06,0.00394984,32.5862,40.7914,0.219096,4.02522
2012-07,0.00389033,32.7177,40.0072,0.218256,4.05173
2012-08,0.00382463,31.8974,39.1923,0.213083,3.93844
2012-09,0.0037384799999999998,31.478,40.509,0.21002099999999999,3.8832999999999998
2012-10,0.00362267,30.9738,40.0832,0.20573799999999998,3.80677
2012-11,0.00369653,31.6053,40.2146,0.209522,3.86137
2012-12,0.0035735,30.7321,39.9579,0.20420000000000002,3.78941
2013-01,0.0034794400000000003,30.2537,40.1104,0.200362,3.72468
2013-02,0.0034961,30.1713,40.3873,0.20048,3.7202599999999997
2013-03,0.0035755699999999997,30.7499,40.0364,0.203844,3.78065
2013-04,0.0035861800000000004,30.9308,40.5132,0.204975,3.8017200000000004
2013-05,0.00357686,31.0829,40.7404,0.20584,3.85524
2013-06,0.00372786,32.3951,42.9753,0.213829,3.9768099999999995
2013-07,0.00368638,32.6429,42.6643,0.21405200000000002,4.00772
2013-08,0.00369562,32.891,43.8305,0.214539,4.04315
2013-09,0.00360233,32.6731,43.4748,0.21309,4.0016
2013-10,0.0035109900000000003,32.2133,43.6039,0.209089,3.93565
2013-11,0.0035296,32.8076,43.9228,0.214065,3.9977600000000004
2013-12,0.0034694699999999997,32.7518,45.1549,0.21232900000000002,3.9615099999999996
2014-01,0.00346982,33.2062,45.2069,0.214836,4.01769
2014-02,0.00358161,34.7595,47.4154,0.18834700000000001,4.0254199999999996
2014-03,0.00372311,36.4865,50.5593,0.200233,3.9530299999999996
2014-04,0.00358389,35.6239,49.4994,0.19568200000000002,2.7940300000000002
2014-05,0.0035121299999999996,35.2091,48.4759,0.193425,2.99652
2014-06,0.00338488,34.3227,46.4764,0.187045,2.93985
2014-07,0.0033243699999999997,34.0582,46.3328,0.18557300000000002,2.91345
2014-08,0.0034834899999999997,36.089,48.2402,0.19827999999999998,2.8139600000000002
2014-09,0.00358273,37.6545,48.6647,0.206955,2.90168
2014-10,0.0037616900000000003,40.2125,51.0538,0.22118500000000002,3.10521
2014-11,0.004290550000000001,46.3379,57.8575,0.256088,2.92353
2014-12,0.005104699999999999,56.8919,70.5289,0.312997,3.6185699999999996
2015-01,0.00439638,62.7363,74.3551,0.341506,3.9709000000000003
2015-02,0.00426723,66.0994,74.8311,0.356841,2.54228
2015-03,0.004003909999999999,60.9595,64.6232,0.328889,2.77089
2015-04,0.00355873,51.0678,54.2749,0.27500199999999997,2.23491
2015-05,0.00352346,50.914,57.1102,0.27407,2.47757
2015-06,0.0035523499999999997,54.5285,61.4754,0.29311699999999996,2.59166
2015-07,0.0036643099999999996,56.6685,62.9474,0.303771,2.58171
2015-08,0.00407629,65.0169,72.2078,0.346074,3.01004
2015-09,0.00381539,68.0093,76.8165,0.265009,3.14494
2015-10,0.00357101,61.1535,69.5499,0.222287,2.7923999999999998
2015-11,0.00368859,65.4541,70.337,0.213539,2.85826
2015-12,0.0037908499999999997,69.1755,75.7472,0.21997499999999998,2.90653
2016-01,0.00401415,76.6041,83.4372,0.208617,3.28773
2016-02,0.00360522,79.4951,89.8454,0.215697,3.0487100000000003
2016-03,0.00340716,70.3067,78.4131,0.20437999999999998,2.71454
2016-04,0.00333898,66.3456,75.8529,0.19758900000000001,2.59467
2016-05,0.0033772100000000003,64.9607,74.1137,0.197101,2.5676200000000002
2016-06,0.003266,64.7077,73.1909,0.193227,2.58624
2016-07,,63.9029,70.9833,0.188671,2.57206
2016-08,,64.3364,71.7158,0.186764,2.56832
2016-09,,65.0539,73.1986,0.192555,2.44242
2016-10,,62.5892,69.1173,0.18912800000000002,2.42406
2016-11,,65.2167,71.1253,0.190882,2.5502700000000003
2016-12,,61.5804,65.072,0.18639,2.3616599999999996
2017-01,,59.4978,63.2759,0.179083,2.18541
2017-02,,58.8457,62.6824,0.18208300000000002,2.16464
2017-03,,59.2174,62.7408,0.18648499999999998,2.2096
2017-04,,56.7556,60.2631,0.181979,2.1110499999999996
2017-05,,57.164,62.0915,0.181028,2.15835
2017-06,,57.002,63.7852,0.180626,2.18252
2017-07,,60.6227,69.4494,0.18448799999999999,2.33929
2017-08,,60.1873,70.7502,0.18052600000000002,2.34192
2017-09,,57.2656,68.5469,0.168565,2.20062
2017-10,,57.6869,68.4455,0.17255800000000002,2.16746
2017-11,,59.2808,68.9791,0.17831,2.23448
2017-12,,58.837,69.2982,0.175656,2.16631
2018-01,,56.6019,68.2562,0.171737,1.9825500000000003
2018-02,,58.0171,71.245,0.17768,2.1632000000000002
2018-03,,56.6122,69.7972,0.176464,2.18369
2018-04,,62.0659,76.7569,0.188527,2.38899
2018-05,,61.7354,73.5145,0.189056,2.3563099999999997
2018-06,,62.3431,73.3654,0.18641300000000002,2.38497
2018-07,,62.2062,72.6817,0.180533,2.3715699999999997
2018-08,,66.9075,76.676,0.187277,2.45532
2018-09,,69.5728,80.6488,0.18424,2.48341
2018-10,,65.9751,76.5047,0.177984,2.36301
2018-11,,67.5238,76.0926,0.180458,2.42238
2018-12,,66.4225,75.2168,0.179433,2.39099
2019-01,,66.9167,77.1282,0.177885,2.37518
2019-02,,65.7147,74.1459,0.175623,2.43675
2019-03,,65.7674,74.0672,0.17399699999999999,2.49672
2019-04,,64.5171,72.8398,0.16990300000000003,2.41431
2019-05,,65.2287,73.0888,0.171465,2.4894100000000003
2019-06,,64.5158,73.0448,0.167955,2.45074
2019-07,,63.0204,71.0114,0.164278,2.44787
2019-08,,65.4287,73.1231,0.168816,2.6014
2019-09,,65.1909,71.8273,0.168398,2.6241700000000003
2019-10,,64.2237,70.7296,0.16483499999999998,2.61947
2019-11,,63.853,70.4235,0.164157,2.61026
2019-12,,63.2257,70.4271,0.164361,2.6818999999999997
2020-01,,61.2632,68.045,0.162192,2.5513000000000003
2020-02,,63.047,68.7843,0.167549,2.57547
2020-03,,74.0274,83.6584,0.185031,2.86567
2020-04,,73.7515,80.7358,0.171386,2.71095
2020-05,,73.4326,79.4394,0.174648,2.7393799999999997
2020-06,,69.1219,78.5225,0.17269500000000002,2.5990200000000003
2020-07,,71.2298,80.2689,0.17227900000000002,2.64374
2020-08,,73.2351,85.956,0.174461,2.66053
2020-09,,74.8896,88.6768,0.175287,2.68181
2020-10,,77.0239,91.0037,0.179946,2.72741
2020-11,,77.1148,90.8104,0.17961200000000002,2.7349799999999997
2020-12,,73.1195,88.7744,0.174472,2.6153500000000003
2021-01,,74.2663,90.3227,0.176535,2.6486
2021-02,,73.9378,89.6052,0.176362,2.65653
2021-03,,73.5081,87.7981,0.175378,2.65066
2021-04,,77.5104,92.0669,0.178737,2.7736799999999997
2021-05,,74.04,89.8475,0.17373999999999998,2.67914
2021-06,,71.6797,87.3274,0.16778400000000002,2.65218
2021-07,,74.6336,88.605,0.17410699999999998,2.73612
2021-08,,73.5671,86.3457,0.17315999999999998,2.74729
2021-09,,72.76,86.1478,0.170638,2.7268499999999998
2021-10,,71.8801,83.0934,0.168911,2.7280699999999998
2021-11,,71.8118,82.2173,0.166927,2.7519400000000003
2021-12,,73.6059,83.1158,0.16853100000000001,2.72173
2022-01,,74.5277,84.6709,0.17136700000000002,2.6913799999999997
2022-02,,74.9867,85.3574,0.174631,2.67511
2022-03,,116.7517,128.9523,0.228376,3.8691299999999997
2022-04,,79.6274,86.7939,0.177135,2.69589
2022-05,,65.7916,68.7835,0.148645,2.22656
2022-06,,57.778,60.9656,0.132973,1.95675
